fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
1751,Guilherme Costa,7,1,0,0,N/A,155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:22:31.884083
1752,Jadson Costa,10,2,0,1,"5' 7""",155 lbs.,N/A,Orthodox,N/A,0.20,50%,3.05,50%,0.00,0%,0%,0.0,2018-11-21 21:22:36.193709
1753,Miguel Cosio,1,12,0,0,"6' 4""",205 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:22:40.714756
1754,Chad Corvin,6,0,0,0,"6' 5""",255 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:22:44.759033
1755,Wesley Correira,19,14,0,0,"6' 3""",260 lbs.,N/A,Orthodox,"Nov 11, 1978",2.60,36%,8.80,40%,0.00,0%,90%,0.0,2018-11-21 21:22:46.928219
1756,Bethe Correia,10,3,1,0,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983",4.34,45%,3.87,59%,0.48,25%,85%,0.0,2018-11-21 21:22:49.887564
1758,Clint Coronel,2,5,0,0,N/A,155 lbs.,N/A,,N/A,4.93,32%,5.60,66%,0.00,0%,66%,0.0,2018-11-21 21:22:57.282578
1759,Daniel Cormier,22,1,0,1,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",3.84,49%,2.46,58%,2.04,45%,78%,0.5,2018-11-21 21:23:00.698033
1760,Muhsin Corbbrey,9,7,0,0,"5' 10""",155 lbs.,N/A,Orthodox,"May 18, 1978",2.02,34%,5.41,53%,0.00,0%,80%,0.4,2018-11-21 21:23:04.647463
1761,Akira Corassani,14,7,0,1,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",3.25,45%,4.91,50%,0.70,28%,86%,0.0,2018-11-21 21:23:06.811006
1762,Michael Cora,4,1,0,0,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989",0.80,28%,0.13,66%,0.00,0%,25%,0.0,2018-11-21 21:23:09.949497
1763,Josh Copeland,9,2,0,0,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982",1.03,31%,3.01,55%,0.00,0%,57%,0.0,2018-11-21 21:23:13.736038
1764,Chris Cope,5,4,0,0,"6' 0""",170 lbs.,"72""",Orthodox,"Mar 05, 1983",3.96,26%,4.82,50%,0.00,0%,80%,0.0,2018-11-21 21:23:18.155292
1765,Kit Cope,4,7,0,0,"6' 0""",170 lbs.,N/A,Orthodox,"Mar 17, 1977",1.18,52%,2.12,35%,0.00,0%,50%,3.5,2018-11-21 21:23:22.326858
1766,Amanda Cooper,4,5,0,0,"5' 3""",115 lbs.,"64""",Switch,"Oct 22, 1991",3.55,44%,3.20,51%,1.53,38%,28%,1.8,2018-11-21 21:23:24.997443
1767,Bobby Cooper,12,7,0,0,"6' 1""",155 lbs.,N/A,,N/A,2.87,25%,3.40,59%,0.00,0%,40%,1.0,2018-11-21 21:23:29.366214
1768,Bill Cooper,2,1,0,0,N/A,155 lbs.,N/A,,"May 05, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:23:32.588603
1769,Brett Cooper,15,7,0,0,"6' 0""",170 lbs.,N/A,Orthodox,"Jul 02, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:23:35.789043
1770,Dewey Cooper,2,1,0,0,N/A,205 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:23:38.664776
1771,TJ Cook,12,4,0,0,N/A,205 lbs.,N/A,,"Sep 08, 1982",2.30,47%,3.18,54%,1.01,50%,0%,0.0,2018-11-21 21:23:41.959974
1772,Chad Cook,9,9,0,0,"6' 2""",205 lbs.,N/A,,"Nov 07, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:23:45.998962
1773,Mike Cook,11,9,0,0,"6' 1""",205 lbs.,N/A,Orthodox,N/A,1.72,49%,2.40,46%,1.03,33%,55%,2.1,2018-11-21 21:23:49.396905
1774,Bob Cook,5,0,0,0,"5' 9""",170 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:23:53.587685
1775,Jonathan Contrestano,6,0,0,0,N/A,155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:23:56.209677
1776,Jeremiah Constant,10,7,0,1,"6' 1""",240 lbs.,N/A,Orthodox,"Jul 19, 1974",1.50,75%,3.25,43%,0.00,0%,0%,7.5,2018-11-21 21:23:59.817063
1777,Marcos Conrado Jr.,5,1,0,0,"6' 2""",220 lbs.,N/A,Orthodox,"Mar 14, 1982",1.60,34%,9.69,35%,1.84,14%,0%,0.0,2018-11-21 21:24:03.335638
1778,Chris Condo,0,1,0,0,"6' 0""",335 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:24:07.801702
1779,Carlos Condit,30,12,0,0,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",3.62,39%,2.36,57%,0.59,55%,37%,1.1,2018-11-21 21:24:13.535404
1780,Wes Combs,19,5,0,0,"6' 2""",205 lbs.,N/A,Orthodox,"Jun 18, 1973",2.14,48%,4.73,45%,0.00,0%,0%,0.0,2018-11-21 21:24:15.678676
1781,Christian Colombo,8,3,1,0,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 01, 1980",2.76,44%,4.02,42%,0.00,0%,33%,0.0,2018-11-21 21:24:21.102184
1782,Jake Collier,11,4,0,0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988",4.15,39%,3.69,52%,0.72,23%,67%,0.5,2018-11-21 21:24:23.57358
1783,Jamie Colleen,4,1,0,0,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985",3.11,61%,5.66,33%,0.52,33%,50%,1.6,2018-11-21 21:24:27.421277
1784,Clay Collard,14,7,0,1,"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",4.22,32%,5.00,50%,2.81,39%,71%,0.5,2018-11-21 21:24:30.354439
1785,Cortez Coleman,7,2,0,0,"6' 1""",185 lbs.,N/A,,"Jan 28, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:24:33.435206
1786,Mark Coleman,16,10,0,0,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",1.88,52%,2.62,40%,3.89,40%,50%,0.8,2018-11-21 21:24:38.317189
1787,Ivan Cole,2,3,0,0,"5' 9""",135 lbs.,N/A,,"Nov 30, 1990",2.68,36%,4.69,46%,0.00,0%,0%,0.0,2018-11-21 21:24:41.846731
1788,Coltin Cole,2,3,0,0,N/A,185 lbs.,N/A,,"Apr 24, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:24:45.699434
1789,Devin Cole,21,9,1,0,"6' 4""",240 lbs.,N/A,Orthodox,"Oct 01, 1976",2.68,50%,2.53,47%,0.90,33%,66%,0.0,2018-11-21 21:24:47.58442
1790,Wayne Cole,16,18,0,0,"6' 1""",205 lbs.,N/A,Orthodox,N/A,0.57,20%,8.33,27%,4.31,25%,0%,4.3,2018-11-21 21:24:51.496985
1791,Chris Coggins,4,1,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:24:54.572747
1792,John Cofer,7,4,0,0,"5' 9""",155 lbs.,"73""",Southpaw,"Apr 29, 1984",2.73,41%,3.43,62%,1.22,50%,64%,0.0,2018-11-21 21:24:58.570068
1793,Marc Cofer,4,4,0,0,N/A,185 lbs.,N/A,,"Mar 03, 1972",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:25:00.674419
1794,Marloes Coenen,21,5,0,0,"5' 9""",145 lbs.,"67""",,"Mar 31, 1981",2.15,51%,1.90,67%,0.82,30%,41%,2.5,2018-11-21 21:25:05.615217
1795,Dakota Cochrane,29,12,0,0,"5' 8""",155 lbs.,N/A,,"May 01, 1986",2.66,75%,2.66,30%,4.43,33%,0%,0.0,2018-11-21 21:25:08.302037
1796,Dave Cochran,25,28,1,0,"5' 6""",155 lbs.,N/A,,"May 10, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:25:11.697985
1797,Darryl Cobb,5,4,0,0,"5' 9""",185 lbs.,N/A,,"Aug 04, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:25:15.408049
1798,Brian Cobb,19,6,0,0,"5' 11""",155 lbs.,N/A,Orthodox,N/A,0.00,0%,3.68,55%,5.81,50%,0%,0.0,2018-11-21 21:25:18.914681
1799,Josh Clopton,6,2,1,0,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981",1.60,64%,2.87,50%,2.00,66%,75%,0.0,2018-11-21 21:25:23.516382
1800,RJ Clifford,3,2,0,0,N/A,160 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:25:26.587177
1801,Chris Clements,12,6,0,1,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",3.20,49%,2.37,44%,0.00,0%,32%,0.3,2018-11-21 21:25:29.522356
1802,Rich Clementi,40,20,1,0,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1,2018-11-21 21:25:34.663597
1803,Mitch Clarke,11,5,0,0,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",2.35,34%,3.27,47%,0.64,15%,50%,0.4,2018-11-21 21:25:38.262006
1804,John Clarke,1,1,0,0,N/A,170 lbs.,N/A,,"Aug 15, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:25:40.121038
1805,Jessica-Rose Clark,9,5,0,1,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987",4.60,50%,4.13,61%,1.33,66%,57%,0.7,2018-11-21 21:25:42.710095
1806,Devin Clark,9,2,0,0,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",3.35,57%,2.81,41%,3.36,48%,80%,0.3,2018-11-21 21:25:46.305487
1807,Heather Jo Clark,7,6,0,0,"5' 6""",115 lbs.,"64""",,"Sep 19, 1980",3.69,49%,5.62,50%,0.33,4%,80%,0.3,2018-11-21 21:25:48.906537
1808,Dominic Clark,3,1,0,0,"5' 10""",155 lbs.,N/A,,"Aug 01, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:25:52.568753
1809,Mychal Clark,7,12,0,0,"6' 3""",224 lbs.,N/A,Orthodox,N/A,5.80,56%,2.90,59%,0.00,0%,0%,0.0,2018-11-21 21:25:56.117289
1810,Logan Clark,15,5,0,0,"6' 2""",185 lbs.,N/A,Orthodox,"Feb 16, 1985",2.20,54%,1.49,53%,0.31,100%,30%,2.1,2018-11-21 21:26:00.662124
1811,Laverne Clark,27,19,1,0,"5' 11""",170 lbs.,N/A,Orthodox,"Dec 02, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:26:03.290102
1812,Johnny Cisneros,9,6,0,0,"5' 11""",170 lbs.,N/A,,"Feb 05, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:26:07.665435
1813,Misha Cirkunov,14,4,0,0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",4.50,52%,2.51,65%,4.53,58%,71%,2.3,2018-11-21 21:26:11.772437
1814,Nikolajus Cilkinas,1,6,0,0,N/A,N/A,N/A,Orthodox,N/A,0.00,0%,5.88,16%,0.00,0%,0%,0.0,2018-11-21 21:26:14.228895
1815,Branko Cikatic,0,2,0,0,"6' 1""",215 lbs.,N/A,Orthodox,"Oct 03, 1954",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:26:18.342879
1816,Hannah Cifers,8,3,0,0,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992",5.84,59%,9.69,29%,0.00,0%,80%,0.0,2018-11-21 21:26:23.341522
1817,Mike Ciesnolevicz,19,4,0,1,"6' 0""",235 lbs.,N/A,Orthodox,"Oct 28, 1979",0.51,50%,4.62,57%,0.00,0%,20%,5.1,2018-11-21 21:26:26.615795
1818,Steven Ciaccio,4,4,0,0,"6' 0""",170 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:26:31.414949
1819,Murad Chunkaiev,8,3,0,0,"5' 11""",185 lbs.,N/A,Orthodox,N/A,0.85,16%,3.41,66%,8.53,100%,0%,0.0,2018-11-21 21:26:33.132383
1820,Anthony Christodoulou,12,6,0,0,"5' 9""",155 lbs.,"72""",Orthodox,"Jul 30, 1987",2.19,26%,5.90,45%,0.00,0%,40%,0.0,2018-11-21 21:26:36.621062
1821,Dan Christison,20,7,0,0,"6' 8""",265 lbs.,N/A,Orthodox,"Apr 26, 1972",4.23,51%,3.88,54%,0.00,0%,37%,1.1,2018-11-21 21:26:38.979735
1822,Joachim Christensen,14,6,0,0,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978",3.78,41%,3.29,46%,0.00,0%,0%,0.0,2018-11-21 21:26:43.40491
1823,Will Chope,19,6,0,0,"6' 4""",145 lbs.,"76""",Switch,"Sep 08, 1990",4.43,27%,9.93,46%,0.00,0%,0%,0.0,2018-11-21 21:26:45.830448
1824,Katlyn Chookagian,11,1,0,0,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.03,30%,3.97,64%,0.00,0%,56%,0.2,2018-11-21 21:26:48.401582
1825,Ryo Chonan,20,12,0,0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3,2018-11-21 21:26:52.742958
1826,John Cholish,8,3,0,0,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983",2.65,49%,2.29,73%,1.82,31%,78%,0.4,2018-11-21 21:26:56.981631
1827,Dooho Choi,14,3,0,0,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",5.64,53%,6.26,54%,0.55,20%,50%,0.0,2018-11-21 21:27:00.960998
1828,Hong Man Choi,2,3,0,0,"7' 2""",330 lbs.,N/A,Orthodox,"Oct 30, 1980",1.32,26%,1.46,36%,0.71,100%,84%,0.0,2018-11-21 21:27:05.353261
1829,Mu Bae Choi,9,4,0,0,"6' 2""",230 lbs.,N/A,Orthodox,"Jun 27, 1970",1.55,49%,3.65,44%,3.12,75%,60%,1.0,2018-11-21 21:27:10.141466
1830,Sako Chivitchian,5,1,0,0,"5' 11""",155 lbs.,N/A,,"Mar 11, 1984",2.40,27%,4.80,46%,0.00,0%,100%,0.0,2018-11-21 21:27:14.344236
1831,Giga Chikadze,5,1,0,0,"6' 0""",145 lbs.,"72""",Orthodox,"Aug 25, 1988",2.68,58%,3.46,36%,0.00,0%,55%,0.0,2018-11-21 21:27:17.590562
1832,Michael Chiesa,14,4,0,0,"6' 1""",155 lbs.,"75""",Southpaw,"Dec 07, 1987",2.17,37%,2.45,50%,2.87,39%,68%,1.4,2018-11-21 21:27:21.430301
1833,Macy Chiasson,2,0,0,0,"5' 9""",145 lbs.,N/A,,"Jul 27, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:27:23.87477
1834,Mark Cherico,11,1,0,0,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",3.69,34%,7.37,56%,5.03,50%,0%,0.0,2018-11-21 21:27:28.191236
1835,Ion Cherdivara,1,1,0,0,N/A,205 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:27:32.703179
1836,Albert Cheng,2,4,0,0,"5' 11""",170 lbs.,N/A,Orthodox,"Feb 07, 1985",1.00,41%,2.60,71%,0.00,0%,0%,0.0,2018-11-21 21:27:34.913273
1837,Gabriel Checco,10,2,0,0,"6' 1""",185 lbs.,N/A,Switch,"Apr 03, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:27:38.729077
1838,Emilio Chavez,12,9,0,0,"5' 9""",145 lbs.,N/A,,N/A,2.73,48%,1.53,54%,3.00,50%,0%,0.0,2018-11-21 21:27:43.221097
1839,Ernest Chavez,8,2,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",2.79,40%,3.89,59%,0.89,33%,50%,0.0,2018-11-21 21:27:47.443122
1840,Dan Charles,10,6,1,0,"6' 2""",228 lbs.,N/A,,"Sep 24, 1985",2.82,45%,3.51,44%,0.00,0%,31%,0.0,2018-11-21 21:27:50.527569
1841,Joe Charles,6,13,0,0,"6' 1""",260 lbs.,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:27:54.395402
1842,Donnie Chappell,0,1,0,0,"5' 11""",178 lbs.,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:27:58.41701
1843,Mike Chandler,9,4,0,0,"5' 8""",155 lbs.,N/A,,"Apr 24, 1986",4.08,47%,3.81,52%,2.57,41%,80%,1.5,2018-11-21 21:28:01.743814
1844,Alex Chambers,5,5,0,0,"5' 3""",115 lbs.,"63""",,"Oct 25, 1978",2.97,54%,5.10,50%,2.31,41%,53%,1.0,2018-11-21 21:28:05.074198
1845,Ansar Chalangov,14,4,0,0,"5' 9""",170 lbs.,N/A,Orthodox,"Oct 30, 1979",0.68,66%,1.69,54%,0.00,0%,0%,7.6,2018-11-21 21:28:09.793321
1846,Luan Chagas,15,3,1,0,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",4.16,47%,3.19,62%,0.32,12%,85%,0.3,2018-11-21 21:28:13.004537
1847,Jared Chaffee,5,2,0,0,"5' 10""",155 lbs.,N/A,,"Dec 15, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:28:16.92081
1848,Donald Cerrone,34,11,0,1,"6' 1""",170 lbs.,"73""",Orthodox,"Mar 29, 1983",4.09,48%,4.02,54%,1.28,34%,71%,1.4,2018-11-21 21:28:22.145455
1849,Adam Cella,4,2,0,0,"6' 2""",170 lbs.,"78""",,"Jun 26, 1985",1.91,42%,2.61,51%,3.92,75%,50%,1.3,2018-11-21 21:28:25.641522
1850,Henry Cejudo,13,2,0,0,"5' 4""",125 lbs.,"64""",Orthodox,"Feb 09, 1987",3.42,42%,2.60,67%,2.31,35%,88%,0.1,2018-11-21 21:28:29.235364
1851,Yosdenis Cedeno,10,5,1,0,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",1.64,29%,1.60,67%,0.00,0%,31%,0.3,2018-11-21 21:28:32.613376
1852,Magnus Cedenblad,14,5,0,0,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",2.38,51%,3.02,40%,2.87,64%,66%,1.0,2018-11-21 21:28:36.0461
1853,Rafael Feijao,12,7,0,1,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 14, 1980",2.71,53%,3.62,49%,0.60,40%,63%,0.1,2018-11-21 21:28:38.693935
1854,Gesias Cavalcante,16,5,1,1,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983",1.98,35%,3.11,51%,1.25,36%,66%,1.1,2018-11-21 21:28:43.158061
1855,Luke Caudillo,17,16,0,0,"5' 7""",155 lbs.,N/A,Orthodox,"Nov 30, 1980",1.97,28%,5.07,55%,0.44,20%,85%,0.0,2018-11-21 21:28:45.983358
1856,Nick Catone,10,4,0,0,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",2.11,44%,2.32,63%,3.71,44%,83%,0.5,2018-11-21 21:28:48.856035
1857,Tim Catalfo,4,2,0,0,"5' 11""",235 lbs.,N/A,Orthodox,N/A,0.39,100%,0.77,33%,0.00,0%,0%,0.0,2018-11-21 21:28:53.059042
1858,Jenna Castillo,1,0,0,0,"5' 2""",125 lbs.,N/A,,"May 05, 1982",3.24,56%,2.01,57%,1.68,100%,100%,0.0,2018-11-21 21:28:54.750913
1859,Raul Castillo,6,1,0,0,"5' 11""",185 lbs.,N/A,Orthodox,N/A,1.47,48%,3.27,60%,0.00,0%,0%,0.0,2018-11-21 21:28:59.613162
1860,Danny Castillo,17,10,0,0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2,2018-11-21 21:29:02.657886
1861,Gil Castillo,8,5,0,0,"5' 9""",170 lbs.,N/A,Southpaw,"Oct 21, 1965",0.60,45%,2.22,44%,3.33,45%,50%,0.0,2018-11-21 21:29:06.143866
1862,Eric Castile,3,2,0,0,"5' 8""",145 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:29:09.878837
1863,John Castaneda,13,2,0,0,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991",3.20,46%,1.87,71%,2.00,28%,66%,0.0,2018-11-21 21:29:14.223759
1864,Joe Cason,8,1,0,0,"6' 3""",205 lbs.,N/A,,"Jan 19, 1988",4.17,55%,10.83,23%,0.00,0%,0%,0.0,2018-11-21 21:29:18.378661
1865,Dwayne Cason,1,1,0,0,"5' 10""",212 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:29:22.648863
1866,Bendy Casimir,19,11,2,0,"5' 5""",145 lbs.,N/A,Southpaw,"Jun 10, 1980",0.74,27%,3.42,54%,0.00,0%,100%,0.0,2018-11-21 21:29:27.586527
1867,Brandon Cash,5,3,0,0,"6' 5""",255 lbs.,N/A,Orthodox,N/A,5.42,72%,0.68,33%,10.17,66%,0%,0.0,2018-11-21 21:29:30.359531
1868,Cortney Casey,8,6,0,0,"5' 7""",115 lbs.,"67""",Orthodox,"May 05, 1987",4.80,38%,4.63,52%,0.40,30%,24%,0.5,2018-11-21 21:29:34.798469
1869,Kevin Casey,9,5,1,2,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",2.27,53%,3.76,46%,0.79,22%,27%,0.4,2018-11-21 21:29:36.404182
1870,Johnny Case,22,6,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",3.95,38%,2.66,61%,1.70,45%,72%,0.0,2018-11-21 21:29:39.646682
1871,Shane Carwin,12,2,0,0,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",4.38,47%,3.53,53%,1.42,33%,42%,0.0,2018-11-21 21:29:43.528009
1872,Rafael Carvalho,14,1,0,0,"6' 3""",185 lbs.,N/A,,"Jul 27, 1986",1.94,50%,1.84,54%,2.77,40%,70%,0.0,2018-11-21 21:29:47.254223
1873,Antonio Carvalho,15,6,0,0,"5' 9""",145 lbs.,"68""",Orthodox,"May 30, 1979",3.03,29%,3.62,64%,0.00,0%,100%,0.0,2018-11-21 21:29:51.759954
1874,Bruno Carvalho,6,2,0,0,"5' 8""",154 lbs.,N/A,,"Jun 07, 1982",0.60,45%,0.93,53%,0.00,0%,66%,4.0,2018-11-21 21:29:55.984827
1875,Shonie Carter,50,27,7,1,"5' 10""",170 lbs.,N/A,Southpaw,"May 03, 1972",1.62,36%,2.32,47%,0.75,66%,75%,0.0,2018-11-21 21:29:59.583882
1876,Scott Carson,4,2,0,0,"6' 2""",215 lbs.,N/A,,N/A,0.62,66%,6.22,23%,0.00,0%,0%,0.0,2018-11-21 21:30:02.974258
1877,Jonny Carson,9,5,0,0,"5' 10""",155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:30:05.3111
1878,Roger Carroll,16,14,0,0,"5' 10""",170 lbs.,N/A,,N/A,7.62,61%,10.48,43%,0.00,0%,100%,0.0,2018-11-21 21:30:09.139554
1879,Cain Carrizosa,6,2,0,0,"5' 8""",155 lbs.,"74""",Orthodox,"Jul 22, 1986",2.72,42%,5.80,51%,0.00,0%,14%,0.0,2018-11-21 21:30:13.810814
1880,Cody Carrillo,11,16,0,0,"5' 10""",155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:30:17.236138
1881,Gabriel Carrasco,7,0,0,0,"5' 6""",135 lbs.,N/A,,N/A,4.15,37%,1.53,80%,0.00,0%,100%,0.0,2018-11-21 21:30:20.677217
1882,Tim Caron,9,1,0,1,"6' 1""",185 lbs.,N/A,Orthodox,"Jul 24, 1987",0.59,50%,6.90,12%,0.00,0%,0%,0.0,2018-11-21 21:30:24.997591
1883,Luana Carolina,4,1,0,0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 11, 1993",5.67,55%,3.07,36%,0.00,0%,100%,1.0,2018-11-21 21:30:29.995155
1884,Renato Moicano,13,1,1,0,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989",5.71,46%,3.45,68%,1.27,54%,76%,0.4,2018-11-21 21:30:33.880775
1885,Roan Carneiro,21,11,0,0,"5' 11""",170 lbs.,"74""",Orthodox,"Jun 02, 1978",1.46,46%,1.82,62%,3.05,42%,83%,1.4,2018-11-21 21:30:37.916828
1886,Liz Carmouche,11,6,0,0,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",3.30,56%,2.68,60%,2.95,52%,66%,0.2,2018-11-21 21:30:41.521304
1887,Francis Carmont,23,10,0,0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6,2018-11-21 21:30:45.545181
1888,Antonio Carlos Junior,11,2,0,1,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",2.11,46%,1.85,54%,3.75,46%,57%,1.1,2018-11-21 21:30:48.313836
1889,Don Carlo-Clauss,7,5,0,0,N/A,170 lbs.,N/A,,N/A,1.44,30%,7.68,43%,0.00,0%,66%,0.0,2018-11-21 21:30:51.722471
1890,Rafael Carino,2,1,1,0,"6' 8""",245 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:30:54.782671
1891,Ronald Carillo,2,1,0,0,N/A,125 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:30:59.359159
1892,Chris Cariaso,17,8,0,0,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8,2018-11-21 21:31:03.520117
1893,Edgar Cardenas,3,1,0,0,N/A,145 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 21:31:06.793638
1894,Phil Cardella,8,5,0,0,"5' 11""",155 lbs.,N/A,,"Jul 09, 1976",2.47,50%,2.00,57%,0.00,0%,11%,2.5,2018-11-21 21:31:09.838347
1895,Remo Cardarelli,7,5,0,0,N/A,135 lbs.,N/A,,N/A,2.27,47%,1.47,59%,0.00,0%,100%,0.0,2018-11-21 21:31:13.822392
1896,Bryan Caraway,21,9,0,0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.43,33%,3.43,54%,2.62,26%,80%,0.8,2018-11-21 21:31:15.832559
1897,Dos Caras Jr.,9,5,0,0,"6' 4""",225 lbs.,N/A,Orthodox,"May 25, 1977",0.77,23%,1.20,59%,0.00,0%,72%,0.0,2018-11-21 21:31:18.855204
1898,Gina Carano,7,1,0,0,"5' 8""",145 lbs.,N/A,Orthodox,"Apr 16, 1982",4.50,47%,2.66,64%,1.24,66%,85%,1.6,2018-11-21 21:31:22.356385
